COUNTRY,SERIES_CODE,INDICATOR,SCALE,UNIT,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Available_Year_Count,Missing_Year_Count,Missing_Year_Percentage,Historical_Average,Historical_Median,Historical_Minimum,Historical_Maximum,Historical_Standard_Deviation,Historical_Range,First_Year_Value,Latest_Year_Value,First_Year,Latest_Year,Absolute_Change,Percentage_Change,Previous_Year_Value,Latest_Year_Change,Latest_Year_Change_Percentage,CAGR_Percentage,Trend_Slope,Trend_Direction,Latest_Value_Status,Latest_Value_Log,Historical_Average_Log,Country_ID,Country_Record_Count,Indicator_ID,Indicator_Record_Count,Unit_ID,Unit_Record_Count,Scale_ID,Country_Indicator_Record_Count,Latest_Value_Outlier_Flag,Historical_Average_Outlier_Flag,Total_Missing_Values_Per_Row,Total_Available_Values_Per_Row,Missing_Value_Percentage_Per_Row
Jordan,JOR.NGDPD.A,"Gross domestic product (GDP), Current prices, US dollar",Billions,US dollar,4.878,5.206,5.471,5.527,5.559,7.119,7.504,7.03,4.727,4.625,4.83,5.968,6.202,6.982,7.466,7.792,8.162,9.017,9.294,9.637,10.238,11.015,11.681,13.002,14.507,17.447,19.835,25.64,27.462,30.203,32.64,34.903,37.927,40.592,42.454,43.75,45.6,47.503,48.709,48.0,50.775,53.593,56.203,58.701,61.692,45,0,0.0,22.60151111111111,11.681,4.625,61.692,18.87041812855414,57.067,4.878,61.692,1981,2025,56.814,1164.6986469864698,58.701,2.9909999999999997,5.0953135380998615,5.9363877903060525,1.3427507246376806,Increasing,Positive,4.138233847791822,3.16131074011355,86,40,23,197,4,590,0,1,0,0,0,85,0.0
Jordan,JOR.GGSB_NPGDP.A,"Structural balance, General government, Percent",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,-2.676,-3.808,-2.423,-5.506,-9.023,-7.388,-6.142,-5.215,-6.399,-10.16,-11.885,-10.471,-15.428,-11.558,-24.597,-26.222,-9.665,-6.179,-6.316,-7.575,-7.692,-8.822,-8.1,-6.454,-7.954,-8.752,-7.935,45,0,0.0,-0.03436666666666645,-5.506,-26.222,16.064,11.982802435061977,42.286,12.017,-7.935,1981,2025,-19.951999999999998,-166.0314554381293,-8.752,0.8170000000000011,9.335009140767836,,-0.7351599472990781,Decreasing,Negative,,,86,40,42,85,3,3211,2,1,0,0,3,82,3.488372093023256
Israel,ISR.GGXWDG_NGDP.A,"Gross debt, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,77.206,81.107,87.213,89.724,88.332,85.23,77.654,70.785,70.239,72.566,69.028,67.186,66.894,66.026,65.768,62.848,61.729,59.825,60.076,59.303,71.072,67.686,60.32,61.329,67.673,68.511,45,0,0.0,46.51813333333333,60.32,10.478,89.724,29.344863099790643,79.24600000000001,12.017,68.511,1981,2025,56.494,470.11733377714904,67.673,0.8379999999999939,1.2383077445953243,4.035367486450303,1.694470355731226,Increasing,Positive,4.2414850134281314,3.8611113925768947,82,43,13,193,3,3211,2,1,0,0,0,85,0.0
Israel,ISR.NGDP_RPCH.A,"Gross domestic product (GDP), Constant prices, Percent change",Units,Percent,4.723,1.424,2.586,2.21,4.451,3.551,7.49,3.564,1.419,6.633,4.618,7.155,3.771,7.011,9.654,5.841,3.61,4.102,3.288,8.591,0.271,-0.153,1.435,4.65,4.353,5.591,6.313,3.216,1.22,5.545,5.513,2.41,4.09,3.718,2.236,4.536,4.344,4.053,3.579,-1.802,9.335,6.364,2.063,0.954,2.931,45,0,0.0,4.0546,4.053,-1.802,9.654,2.442684304016978,11.456,4.723,2.931,1981,2025,-1.7919999999999998,-37.941986025831035,0.954,1.977,207.23270440251574,-1.078461832514388,-0.022132015810276844,Decreasing,Positive,1.3688938464397233,1.6202987197668461,82,43,17,197,3,3211,2,1,0,0,0,85,0.0
Jordan,JOR.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,0.135,0.137,0.14,0.137,0.139,0.146,0.142,0.137,0.152,0.169,0.186,0.192,0.193,0.203,0.202,0.203,0.202,0.214,0.21,0.205,0.203,0.201,0.201,0.202,0.2,0.216,0.22,0.258,0.261,0.277,0.285,0.291,0.303,0.309,0.312,0.312,0.312,0.325,0.314,0.298,0.323,0.31,0.304,0.302,0.301,45,0,0.0,0.2285333333333334,0.205,0.135,0.325,0.06452716130014202,0.19,0.135,0.301,1981,2025,0.16599999999999998,122.96296296296293,0.302,-0.0010000000000000009,-0.33112582781456984,1.8390595647689967,0.00471225296442688,Increasing,Positive,0.26313319953036823,0.20582104597146053,86,40,38,197,2,1142,2,1,0,0,0,85,0.0
Israel,ISR.GGXONLB_NGDP.A,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,3.397,0.548,-0.756,-1.039,1.194,1.998,3.147,3.619,1.157,-2.174,-0.257,0.019,-1.422,-1.07,-0.225,0.537,0.076,0.755,-1.415,-1.928,-8.838,-0.75,3.51,-2.853,-5.29,-2.072,45,0,0.0,5.507866666666667,3.147,-8.838,16.064,7.352595264135093,24.902,12.017,-2.072,1981,2025,-14.088999999999999,-117.24224015977364,-5.29,3.218,60.831758034026464,,-0.46888142292490176,Decreasing,Negative,,1.8730117015419185,82,43,37,190,3,3211,2,1,0,0,2,83,2.3255813953488373
Iraq,IRQ.PPPGDP.A,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,160.302,166.807,155.502,100.445,158.21,165.905,180.664,189.063,208.561,216.939,233.634,256.449,297.63,325.786,333.908,345.555,405.254,406.286,490.276,511.123,448.956,551.148,635.88,665.475,682.72,699.177,45,0,0.0,205.54757777777778,160.302,10.478,699.177,217.73500053030364,688.6990000000001,12.017,699.177,1981,2025,687.16,5718.232503952733,682.72,16.456999999999994,2.410505038668853,9.675314389596235,15.357023320158081,Increasing,Positive,6.551333160223282,5.330530786723795,80,32,22,197,2,1142,0,1,0,0,0,85,0.0
Israel,ISR.NGDPD.A,"Gross domestic product (GDP), Current prices, US dollar",Billions,US dollar,26.534,28.438,31.716,30.025,27.906,34.354,41.033,50.83,51.718,61.027,69.228,77.357,77.748,88.751,105.432,115.054,119.391,120.469,121.329,136.409,134.891,125.215,131.278,139.926,147.346,158.706,184.45,220.951,213.111,239.373,267.739,263.172,298.045,314.377,302.839,321.083,357.361,375.471,399.209,410.909,489.736,525.159,513.394,542.285,610.778,45,0,0.0,202.25673333333333,136.409,26.534,610.778,162.097522439201,584.244,26.534,610.778,1981,2025,584.244,2201.8692997663375,542.285,68.49300000000005,12.630443401532416,7.388154426097215,11.651584057971005,Increasing,Positive,6.416369471606369,5.314469876210472,82,43,23,197,4,590,0,1,0,0,0,85,0.0
Israel,ISR.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,0.009,0.019,0.045,0.212,0.735,1.08,1.256,1.455,1.683,1.889,2.239,2.464,2.682,2.981,3.163,3.395,3.612,3.814,3.995,3.984,3.963,4.087,3.982,3.887,3.808,3.741,3.671,3.651,3.79,3.789,3.766,3.824,3.831,3.794,3.848,3.82,3.752,3.785,3.817,3.747,3.651,3.574,3.603,3.711,3.684,45,0,0.0,3.0064,3.684,0.009,4.087,1.2734513125575493,4.077999999999999,0.009,3.684,1981,2025,3.6750000000000003,40833.333333333336,3.711,-0.02699999999999969,-0.727566693613573,14.64771117667578,0.0763579710144929,Increasing,Positive,1.544152445735471,1.3878930824835878,82,43,38,197,2,1142,2,1,0,0,0,85,0.0
Jordan,JOR.GGXWDG_NGDP.A,"Gross debt, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,159.713,190.337,197.679,180.494,134.718,122.15,112.098,102.372,101.212,94.681,96.271,98.679,89.861,85.471,85.9,80.381,73.806,66.051,60.026,58.168,47.912,51.792,53.398,56.143,64.007,68.761,68.189,71.381,70.704,69.132,67.944,69.376,77.866,79.899,80.709,81.031,82.122,82.847,45,0,0.0,78.12467777777778,73.806,10.478,197.679,44.70879615878375,187.201,12.017,82.847,1981,2025,70.83,589.4149954231506,82.122,0.7249999999999943,0.8828328584301336,4.485585363975031,-0.02908254281949931,Decreasing,Positive,4.4289937094538505,4.3710248081372844,86,40,13,193,3,3211,2,1,0,0,0,85,0.0
Kuwait,KWT.NGDP.A,"Gross domestic product (GDP), Current prices, Domestic currency",Billions,Domestic currency,7.039,6.214,6.083,6.424,6.45,5.203,6.233,5.773,7.143,5.328,3.131,5.827,7.231,7.38,8.114,9.429,9.207,7.907,9.17,11.57,10.7,11.59,14.267,17.517,23.593,29.47,32.581,39.62,30.496,33.079,42.512,48.722,49.392,46.285,34.473,33.056,36.611,41.865,42.766,34.006,44.749,56.198,50.828,49.348,48.372,45,0,0.0,23.176711111111107,14.267,3.131,56.198,17.42940159826887,53.067,7.039,48.372,1981,2025,41.333,587.1998863474926,49.348,-0.9759999999999991,-1.9777903866418076,4.477943472810342,1.219317918313569,Increasing,Positive,3.899383461881682,3.185389819025297,92,35,18,197,0,2134,0,1,0,0,0,85,0.0
Israel,ISR.NGDPPC.A,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Units,Domestic currency,76.832,171.732,434.441,2117.872,7775.819,11896.826,14985.093,18307.942,21948.546,26417.337,31897.564,37128.207,41839.729,49537.245,57290.448,64629.058,70716.932,76716.941,82104.816,88481.556,88140.826,90343.711,89405.528,92143.983,95460.681,100283.503,105590.006,108502.482,112004.464,117442.663,123405.745,128334.791,133584.088,136971.246,140518.639,144338.179,147690.338,151827.985,157218.734,153512.402,168877.941,184724.562,191240.668,200873.289,208269.238,45,0,0.0,90559.5695111111,90343.711,76.832,208269.238,59968.4066786482,208192.40600000002,76.832,208269.238,1981,2025,208192.40600000002,270970.9574135777,200873.289,7395.949000000022,3.681897696213867,19.680835784390194,4537.4466569169945,Increasing,Positive,12.246591736579804,11.41377418218834,82,43,20,197,0,2134,2,1,1,1,0,85,0.0
Jordan,JOR.GGX_NGDP.A,"Expenditure, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,39.585,32.287,39.334,41.16,39.086,39.874,39.556,31.732,32.469,30.635,32.068,32.564,30.672,32.258,31.786,31.223,30.583,31.612,34.973,35.148,36.591,33.951,32.378,29.577,30.692,26.621,29.35,28.319,34.481,36.311,32.306,29.96,31.697,33.315,32.666,33.026,33.807,32.826,33.898,34.576,33.713,45,0,0.0,31.421522222222222,32.378,10.478,41.16,7.101378888154842,30.681999999999995,12.017,33.713,1981,2025,21.696,180.54422900890407,34.576,-0.8629999999999995,-2.49595094863489,2.3721557213230327,0.15872984189723457,Increasing,Positive,3.54711425656231,3.4788224683891693,86,40,8,197,3,3211,2,1,0,0,0,85,0.0
United Arab Emirates,ARE.PPPGDP.A,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,Not Specified,75.841,74.739,73.588,79.638,80.084,65.955,71.174,71.751,86.296,110.62,116.85,123.27,126.522,138.85,151.157,162.236,179.172,182.776,192.462,221.073,229.214,238.44,264.546,297.647,321.885,364.453,386.247,406.254,387.328,423.127,460.949,491.521,524.473,558.33,603.451,643.652,648.226,723.867,753.928,627.902,656.665,756.225,817.935,871.702,948.457,45,0,0.0,350.8995111111111,264.546,65.955,948.457,260.81209535468446,882.502,75.841,948.457,1981,2025,872.616,1150.5860945926347,871.702,76.755,8.805188011499341,5.909373717328714,19.105245586297745,Increasing,Positive,6.855890242233699,5.863345655043003,185,37,22,197,2,1142,0,1,1,0,0,85,0.0
"Egypt, Arab Republic of",EGY.GGXCNL_NGDP.A,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,2.135,1.32,-1.07,-6.768,-5.729,-5.762,-6.687,-7.355,-4.899,-6.049,-6.195,-7.447,-9.6,-9.471,-12.279,-10.723,-10.37,-11.796,-9.898,-8.975,-7.595,-7.469,-6.955,-5.745,-5.768,-7.118,-6.555,45,0,0.0,1.2883444444444438,-5.729,-12.279,16.064,10.462372099154265,28.343,12.017,-6.555,1981,2025,-18.572,-154.54772405758507,-7.118,0.5630000000000006,7.909525147513355,,-0.680695915678524,Decreasing,Negative,,0.8278286060874993,51,42,33,197,3,3211,2,1,0,0,2,83,2.3255813953488373
"Egypt, Arab Republic of",EGY.LUR.A,Unemployment rate,Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,8.044,8.791,8.952,10.911,11.143,11.176,9.467,8.671,7.955,7.692,8.995,8.808,10.05,11.275,10.526,11.468,10.917,9.205,8.676,9.367,9.21,10.379,12.373,12.992,13.365,12.859,12.705,12.245,10.932,8.612,8.296,7.292,7.323,7.185,7.375,7.332,45,0,0.0,10.265288888888888,10.478,7.185,13.7585,1.9716148650307193,6.5735,12.017,7.332,1981,2025,-4.685,-38.98643588249979,7.375,-0.04300000000000015,-0.5830508474576291,-1.1166144789141574,-0.052198748353096014,Decreasing,Positive,2.1201035233987255,2.4217262183746384,51,42,43,118,2,1142,2,1,0,0,0,85,0.0
Saudi Arabia,SAU.TXG_RPCH.A,"Exports of goods, Volume, Free on board (FOB), Percent change",Units,Percent,16.419,-28.784,-34.211,-14.975,-23.865,26.144,-9.376,24.986,-2.03,24.396,32.186,1.426,-2.241,-0.735,1.693,-0.216,0.253,1.905,-10.086,6.433,-3.37,-10.802,21.842,7.906,5.766,-1.947,-0.428,3.837,-11.629,5.737,8.399,4.588,0.355,-0.397,2.427,6.166,-1.605,7.418,-8.576,-6.6,2.143,12.855,-9.825,-2.604,13.34,45,0,0.0,1.2070666666666672,0.355,-34.211,32.186,13.343613473050763,66.39699999999999,16.419,13.34,1981,2025,-3.0790000000000006,-18.752664595895002,-2.604,15.943999999999999,612.2887864823349,-0.47087009699618987,0.09342990777338563,Increasing,Positive,2.663052835171474,0.791664333735764,148,40,10,177,3,3211,2,1,0,0,0,85,0.0
United Arab Emirates,ARE.PCPI.A,"All Items, Consumer price index (CPI), Period average",Units,Index,72.0,77.1,78.1,80.0,82.8,87.3,92.1,96.7,99.4,100.0,103.4,110.0,115.8,122.4,127.7,131.5,135.4,138.1,141.0,142.9,146.901,151.188,155.904,163.763,173.909,190.057,211.206,237.097,225.895,227.88,229.875,231.398,233.953,239.441,249.181,253.214,258.192,266.12,260.972,255.554,255.265,267.579,271.934,276.452,279.986,45,0,0.0,174.36924444444443,155.904,72.0,279.986,70.20940181251159,207.986,72.0,279.986,1981,2025,207.986,288.86944444444447,276.452,3.533999999999992,1.2783412672000898,3.134657877757552,5.267484980237152,Increasing,Positive,5.638304846028529,5.166893719320688,185,37,2,197,1,590,2,1,0,0,0,85,0.0
United Arab Emirates,ARE.GGXONLB_NGDP.A,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,5.448,3.6,-2.87,-1.783,3.586,0.924,6.712,0.997,1.307,10.728,1.298,-1.21,2.356,6.456,16.024,20.151,17.133,17.671,-5.95,0.826,5.228,8.888,8.388,2.004,-6.155,-2.81,-0.029,3.88,2.78,-2.123,4.26,10.311,6.451,6.968,5.919,45,0,0.0,6.248922222222222,5.919,-6.155,20.151,6.539927884780635,26.306,12.017,5.919,1981,2025,-6.098,-50.74477823083965,6.968,-1.0490000000000004,-15.05453501722159,-1.5965603976415887,-0.16173886693017336,Decreasing,Positive,1.934271250516674,1.9808527988119071,185,37,37,190,3,3211,2,1,0,0,0,85,0.0
United Arab Emirates,ARE.GGX.A,"Expenditure, General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,65.087,56.384,60.281,63.478,60.879,73.825,63.915,71.47,75.276,82.407,95.72,86.035,91.561,96.131,104.431,127.475,167.224,254.308,325.875,343.013,401.43,400.893,434.489,490.458,370.399,444.454,403.521,418.616,436.711,399.544,402.382,427.107,434.964,434.294,473.776,45,0,0.0,196.92556666666667,95.72,10.478,490.458,178.44849259936072,479.98,12.017,473.776,1981,2025,461.759,3842.5480569193646,434.294,39.48200000000003,9.091076551828953,8.709540237238222,12.620986034255607,Increasing,Positive,6.162843113858951,5.287891034090745,185,37,7,197,0,2134,0,1,0,0,0,85,0.0
Syrian Arab Republic,SYR.GGX_NGDP.A,"Expenditure, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,28.264,34.265,34.162,29.407,30.26,29.757,27.694,28.973,28.827,28.027,27.367,27.989,28.474,32.64,31.329,28.176,26.334,25.704,22.929,26.742,28.638,20.038,19.6845,19.453,19.478,19.284,19.358,20.457,21.007,20.835,20.1575,23.269,24.419,23.048,23.132,23.144,45,0,0.0,22.935466666666656,23.144,10.478,34.265,6.792916404407809,23.787,12.017,23.144,1981,2025,11.126999999999999,92.59382541399684,23.132,0.011999999999996902,0.05187618882931394,1.5007250448167309,0.11772351778656137,Increasing,Positive,3.184035902025493,3.175361319903898,169,39,8,197,3,3211,2,1,0,0,0,85,0.0
Syrian Arab Republic,SYR.PPPPC.A,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Units,Not Specified,2378.938,2507.588,2562.195,2402.177,2570.925,2417.881,2426.469,2739.199,2587.213,2863.504,3182.508,3581.75,3830.209,4019.565,4216.895,4314.283,4238.804,4418.468,4236.195,4318.787,4457.101,4662.01,4523.967,4816.097,5107.609,5396.814,5715.679,5939.128,6175.748,6374.969,20.038,19.6845,19.453,19.478,19.284,19.358,20.457,21.007,20.835,20.1575,23.269,24.419,23.048,23.132,23.144,45,0,0.0,2651.0986444444434,2587.213,19.284,6374.969,2133.174949833042,6355.685,2378.938,23.144,1981,2025,-2355.7940000000003,-99.02712891214483,23.132,0.011999999999996902,0.05187618882931394,-9.99347720177013,-76.32676337285913,Decreasing,Positive,3.184035902025493,7.8831065468600094,169,39,24,197,2,1142,2,1,0,1,0,85,0.0
Syrian Arab Republic,SYR.GGR_NGDP.A,"Revenue, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,24.34,27.698,26.903,24.443,24.261,25.949,24.868,27.192,26.016,26.554,26.006,30.294,26.451,29.936,27.147,23.768,25.214,22.717,20.065,23.85,20.848,20.038,19.6845,19.453,19.478,19.284,19.358,20.457,21.007,20.835,20.1575,23.269,24.419,23.048,23.132,23.144,45,0,0.0,21.34795555555555,23.048,10.478,30.294,5.431717983104406,19.816000000000003,12.017,23.144,1981,2025,11.126999999999999,92.59382541399684,23.132,0.011999999999996902,0.05187618882931394,1.5007250448167309,0.15476739130434802,Increasing,Positive,3.184035902025493,3.106734842851214,169,39,40,197,3,3211,2,1,0,0,0,85,0.0
Saudi Arabia,SAU.GGXONLB_NGDP.A,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,-4.371,-7.77,-8.608,-6.996,-2.781,-0.6,0.152,-7.494,-3.142,6.57,-0.529,-2.984,3.82,11.357,18.769,21.299,10.822,28.569,-5.533,4.73,11.456,11.474,5.015,-4.081,-16.85,-15.967,-10.867,-5.766,-3.995,-11.942,-1.793,2.118,-1.785,-2.371,-5.544,45,0,0.0,2.849322222222221,0.152,-16.85,28.569,10.28032924401763,45.419,12.017,-5.544,1981,2025,-17.561,-146.13464258966465,-2.371,-3.1729999999999996,-133.8253901307465,,-0.3168266139657462,Decreasing,Negative,,1.3478970866256994,148,40,37,190,3,3211,2,1,0,0,2,83,2.3255813953488373
Syrian Arab Republic,SYR.PCPIE.A,"All Items, Consumer price index (CPI), End-of-period (EoP)",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,59.743,65.462,70.851,83.142,94.825,103.683,108.788,110.534,108.057,104.058,100.0,108.453,107.895,113.098,124.405,130.528,139.289,145.939,168.404,171.304,182.132,20.038,19.6845,19.453,19.478,19.284,19.358,20.457,21.007,20.835,20.1575,23.269,24.419,23.048,23.132,23.144,45,0,0.0,62.81617777777777,23.269,10.478,182.132,53.69972346965742,171.654,12.017,23.144,1981,2025,11.126999999999999,92.59382541399684,23.132,0.011999999999996902,0.05187618882931394,1.5007250448167309,-0.056949604743084886,Decreasing,Positive,3.184035902025493,4.156006728391863,169,39,0,196,1,590,2,1,0,0,0,85,0.0
"Egypt, Arab Republic of",EGY.BCA.A,"Current account balance (credit less debit), US dollar",Billions,US dollar,-1.116,-2.084,-1.48,-3.393,-2.231,-1.492,-1.005,-1.986,-2.506,-2.593,1.664,3.669,2.193,0.191,0.387,-0.184,0.119,-2.479,-1.724,-1.163,-0.033,0.614,1.943,3.418,2.911,1.752,2.269,0.888,-4.424,-4.318,-6.088,-10.146,-6.39,-2.746,-12.143,-19.831,-14.394,-5.962,-10.894,-11.167,-18.436,-16.551,-4.711,-20.807,-15.425,45,0,0.0,-4.1752,-2.084,-20.807,3.669,6.545932889276294,24.476,-1.116,-15.425,1981,2025,-14.309000000000001,-1282.168458781362,-20.807,5.381999999999998,25.866294996876043,,-0.33728880105401887,Decreasing,Negative,,,51,42,5,196,4,590,0,1,0,0,3,82,3.488372093023256
"Egypt, Arab Republic of",EGY.GGSB_NPGDP.A,"Structural balance, General government, Percent",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,15.9575,15.882,17.0715,18.5545,18.567,-8.695,-7.201,-7.889,-7.062,-8.585,-9.642,-9.396,-12.505,-11.0,-10.399,-11.797,-9.996,-8.935,-7.381,-7.446,-7.24,-5.743,-5.768,-7.194,-6.556,45,0,0.0,4.227777777777776,11.111,-12.505,18.567,11.713859811213709,31.072000000000003,12.017,-6.556,1981,2025,-18.573,-154.55604560206376,-7.194,0.6379999999999999,8.868501529051986,,-0.6971263504611328,Decreasing,Negative,,1.6539862886951688,51,42,42,85,3,3211,2,1,0,0,2,83,2.3255813953488373
Syrian Arab Republic,SYR.PPPGDP.A,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,Not Specified,22.466,24.47,25.836,25.029,27.705,26.918,27.931,32.594,31.817,36.426,41.698,48.298,53.105,57.241,61.61,64.599,64.997,69.378,68.163,71.307,75.596,81.297,81.214,89.154,97.665,105.757,114.786,122.235,130.26,136.379,20.038,19.6845,19.453,19.478,19.284,19.358,20.457,21.007,20.835,20.1575,23.269,24.419,23.048,23.132,23.144,45,0,0.0,49.61544444444443,31.817,19.284,136.379,34.44671985360841,117.095,22.466,23.144,1981,2025,0.6779999999999973,3.0178937060446778,23.132,0.011999999999996902,0.05187618882931394,0.067596728239816,-0.1365620553359701,Decreasing,Positive,3.184035902025493,3.9242567558961783,169,39,22,197,2,1142,0,1,0,0,0,85,0.0
United Arab Emirates,ARE.GGXCNL.A,"Net lending (+) / net borrowing (-), General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,7.04,6.365,-5.524,-3.758,8.342,2.452,19.013,2.754,4.049,40.319,4.573,-4.992,10.739,34.743,106.045,164.368,162.195,204.343,-57.048,5.862,68.457,123.888,120.272,27.205,-89.138,-41.378,-2.357,59.119,39.761,-31.679,61.487,184.146,111.656,130.119,108.133,45,0,0.0,37.89796666666666,12.52,-89.138,204.343,63.940072013441544,293.481,12.017,108.133,1981,2025,96.116,799.8335691104269,130.119,-21.986000000000004,-16.89684058438814,5.120036820923968,1.8463077733860096,Increasing,Positive,4.692567321896514,3.6609419784784585,185,37,32,197,0,2134,0,1,0,0,0,85,0.0
